Unnamed__0,timestamp,sensor_00,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,machine_status
96550,2018-06-07 1:10:00,2.512616,46.74479,52.38715,43.48958,639.2361,71.13533,13.56337,15.66117,15.53096,15.11863,49.3498,NORMAL
26512,2018-04-19 9:52:00,,39.6701355,38.80208,37.5,3.608217478,0,18.11343,21.20226,21.26736,21.11545,0,RECOVERING
115427,2018-06-20 3:47:00,2.495891,48.39409637,50.56424,42.7951355,644.0972,71.4216,13.53443,15.95775,15.26331,15.11863,45.62955,NORMAL
129197,2018-06-29 17:17:00,,39.93055,40.23438,38.93229,3.33622694,99.99987793,10.09838,11.37153,11.44387,11.32813,5.209282,RECOVERING
69071,2018-05-18 23:11:00,2.468345,46.9618,52.51736,43.14236069,635.4166,81.48176,13.5923,16.30498,15.11863,14.90162,45.7421,NORMAL
198903,2018-08-17 3:03:00,2.46441,49.00173569,52.69097137,45.5295105,637.847229,67.22598,14.78588,16.06626,15.56713,15.11863,46.56107,NORMAL
84499,2018-05-29 16:19:00,2.460474,51.04166412,54.73089981,45.74652481,628.7471,76.81665,13.5055,15.625,14.96672,15.11863,43.86507,NORMAL
137943,2018-07-05 19:03:00,2.401447,49.26215,47.78646,44.09722137,629.3981,88.85226,14.17101,16.13136,15.56713,15.08247,55.86088,NORMAL
138730,2018-07-06 8:10:00,2.392593,51.95312,50.17361,43.05555,630.0926,79.48188,14.06973,16.21094,15.76968,15.30671,48.82061,NORMAL
74704,2018-05-22 21:04:00,2.45162,46.00694,51.3888855,41.49305344,631.9445,88.73729,13.53443,16.16753,15.18374,14.90162,44.671,NORMAL
41720,2018-04-29 23:20:00,2.504745,46.96180344,51.82291,43.35938,636.3426,62.61165,13.614,16.24711,15.76968,14.97396,40.30858,NORMAL
217154,2018-08-29 19:14:00,2.436863,47.26563,52.47395706,43.44617844,636.9213,78.67535,15.19821,16.6522,15.61777,15.11863,41.86898,NORMAL
99226,2018-06-08 21:46:00,2.493924,47.61285,51.25868,41.49305344,635.5324,71.13946,13.59954,16.13136,15.26331,14.82205,46.20822,NORMAL
135546,2018-07-04 3:06:00,0.001967592631,36.32813,34.24478912,38.15104,203.220459,0,0.0289351847,0.03616898134,0.0289351847,0.007233796176,0.2786888,RECOVERING
204775,2018-08-21 4:55:00,2.455556,46.74479,51.21527,43.18576,633.1018,68.82751,14.5761,16.42795,16.03009,15.08247,43.7017,NORMAL
117005,2018-06-21 6:05:00,2.515567,49.34896,50.60764,44.44444275,642.0139,78.15863,14.0625,16.16753,15.65393,15.08247,51.9598,NORMAL
206664,2018-08-22 12:24:00,2.499826,50.13020706,51.69270706,46.7013855,634.647,75.81066,15.19821,16.75347,15.69734,15.08247,41.4654,NORMAL
12822,2018-04-09 21:42:00,2.402431,51.04166,51.21527,42.1875,633.1019,74.97371,13.614,16.13136,15.69734,15.11863,40.01567,NORMAL
153617,2018-07-16 16:17:00,2.50081,44.35764,51.17187119,44.01041412,629.6296,72.55916,14.67737,16.6522,15.81308,15.38628,47.71379,NORMAL
4,2018-04-01 0:04:00,2.445718,47.13541,53.2118,46.39756775,636.4583,76.58897,13.35359,16.21094,15.69734,15.08247,39.48939,NORMAL
76272,2018-05-23 23:12:00,2.448669,45.52951,50.21701,41.18923569,641.5509,79.30387,13.5272,15.66117,14.98843,15.05353,54.91901,NORMAL
42350,2018-04-30 9:50:00,2.471296,47.04861,52.30035,44.09722137,596.1805,75.96765,13.614,16.21094,15.59606,15.05353,39.98529,NORMAL
7589,2018-04-06 6:29:00,2.460474,46.9618,51.69271,43.35938,630.6713,78.11086,13.80932,16.03009,15.22714,15.05353,50.47442,NORMAL
8575,2018-04-06 22:55:00,2.486053,53.68924,54.12326,46.26736,633.2176,71.71244,13.31742,16.56539,15.37182,15.16204,42.47899,NORMAL
192704,2018-08-12 19:44:00,2.455556,50.30381775,52.90798569,45.09549,639.1203613,70.96343,14.5761,16.21094,15.61777,15.08247,44.39875,NORMAL
170657,2018-07-28 12:17:00,2.50081,54.6875,51.38889,46.91839981,652.3148193,67.03226,14.39525,16.83304,16.68837,16.00116,45.68438,NORMAL
60999,2018-05-13 8:39:00,2.507697,47.74305,52.99479,44.74826,638.1945,79.54324,13.14381,15.63223,15.14757,15.08247,47.26388,NORMAL
86774,2018-05-31 6:14:00,2.453588,48.22049,53.68924,42.70833206,626.3889,77.91831,13.59954,16.16753,14.80758,15.11863,45.43115,NORMAL
85458,2018-05-30 8:18:00,2.458507,49.86979,55.12152,45.18228912,640.625,80.49722,13.38976,16.0735,15.29224,15.08247,43.63992,NORMAL
145874,2018-07-11 7:14:00,2.504745,43.48958206,48.78472,44.96527481,630.6713,79.92137,13.77315,15.99392,15.03906,15.08247,47.41957,NORMAL
67981,2018-05-18 5:01:00,2.468345,48.00347,53.55902,44.09722137,631.713,69.50663,12.99913,16.16753,15.65393,15.01013,49.7677,NORMAL
182621,2018-08-05 19:41:00,2.507697,50.43402481,52.95139,45.5295105,635.5324097,66.07499,15.1548,16.6522,15.65393,15.16204,46.90117,NORMAL
131345,2018-07-01 5:05:00,,34.15798569,37.58680344,34.07117844,3.104745269,99.99987793,,,,,0.2459490746,RECOVERING
205655,2018-08-21 19:35:00,2.503762,50.17361,52.60416412,46.44097137,637.152771,81.05871,14.64844,16.75347,15.69734,15.11863,39.93759,NORMAL
203259,2018-08-20 3:39:00,2.455556,51.08506775,53.03819,45.5295105,650,61.86119,15.0897,16.70284,16.1603,15.08247,46.88773,NORMAL
169541,2018-07-27 17:41:00,2.499826,48.65451,52.25694,47.35242844,633.7962646,69.28168,14.5761,17.22367,16.68837,16.6305,42.01645,NORMAL
178575,2018-08-03 0:15:00,2.489005,44.53125,49.56597,44.3576355,637.5,69.4547,14.82928,16.42795,15.76968,15.11863,46.44065,NORMAL
43549,2018-05-01 5:49:00,2.45162,46.09375,50.9982605,42.2743,631.4814,73.26911,13.53443,15.625,15.07523,15.05353,41.26257,NORMAL
193575,2018-08-13 10:15:00,2.456539,50.17361,53.81944275,46.26736069,639.3518,69.46944,14.60503,16.65219879,15.37182,15.08247,43.27745,NORMAL
4370,2018-04-04 0:50:00,2.512616,51.47569,51.95312,45.1388855,635.8796,71.06762,13.614,16.6088,15.76968,15.05353,40.89379,NORMAL
203737,2018-08-20 11:37:00,2.456539,51.38889,53.77604,46.74478912,637.0370483,73.34003,15.19821,16.6522,16.23987,15.08247,38.12757,NORMAL
37174,2018-04-26 19:34:00,2.433912,46.9184,52.90799,41.88367844,622.6852,70.46913,13.4838,16.6522,15.22714,15.05353,41.41227,NORMAL
140942,2018-07-07 21:02:00,2.411285,45.74652,53.55902481,44.7482605,642.3611,84.09628,14.17101,15.625,15.14757,15.0897,49.15593,NORMAL
107352,2018-06-14 13:12:00,2.497859,48.2638855,51.08506775,41.92708206,639.1927,76.75325,13.55613,15.71181,15.14757,15.16204,47.41786,NORMAL
105697,2018-06-13 9:37:00,2.497859,50.73785,52.69097,44.7482605,629.1666,82.68819,14.13484,16.03009,15.95052,15.16204,51.54994,NORMAL
64918,2018-05-16 1:58:00,2.508681,47.265625,52.25694,43.88020706,615.9722,76.70531,13.56337,15.71181,14.96672,15.01013,41.06624,NORMAL
213608,2018-08-27 8:08:00,2.404398,49.73958206,51.5191,44.7482605,643.9814453,78.5743,14.89439,16.47135,15.56713,15.08247,44.20584,NORMAL
55623,2018-05-09 15:03:00,2.453588,48.78472,54.07986,46.22396,635.5323,68.35505,13.84549,16.39178,15.95052,15.59606,40.58129,NORMAL
163808,2018-07-23 18:08:00,2.503762,45.61632,53.34201,44.01041412,636.3425903,65.92314,14.50376,16.70284,15.73351,15.11863,49.19739,NORMAL
47775,2018-05-04 4:15:00,2.456539,46.9618,51.90972,44.31423569,628.0093,95.94157,13.28848,15.99392,14.98843,14.79311,41.17847,NORMAL
119432,2018-06-22 22:32:00,2.50081,48.4375,50.60764,41.88368,634.6064,81.05353,13.96846,15.66117,14.80758,14.97396,47.15143,NORMAL
90452,2018-06-02 19:32:00,2.313889,50.13020706,54.21007,44.87847,618.287,77.16389,13.71528,16.39178,16.42072,16.39902,33.40849,NORMAL
47364,2018-05-03 21:24:00,2.453588,46.26736,52.30034637,44.57464981,620.8333,71.06687,13.38252,16.34115,15.18374,14.85822,38.81334,NORMAL
104522,2018-06-12 14:02:00,2.493924,50.34722,51.90972,43.57639,636.9213,75.73359,13.93229,16.24711,15.18374,15.08247,52.98899,NORMAL
98428,2018-06-08 8:28:00,2.504745,49.73958,50.95486,42.92534637,636.3426,79.09788,13.34635,15.625,15.22714,15.08247,46.43735,NORMAL
150111,2018-07-14 5:51:00,2.504745,45.87674,49.86979,45.74652481,643.0555,79.64358,13.73698,16.42072,15.45139,15.43692,46.175,NORMAL
82229,2018-05-28 2:29:00,2.453588,48.69791,54.03646,45.3125,639.6991,71.34915,13.41146,15.625,15.14757,15.05353,52.62928,NORMAL
45556,2018-05-02 15:16:00,2.456539,46.48438,51.38889,44.921875,632.1759,72.38069,13.23061,16.24711,15.07523,14.79311,44.05819,NORMAL
32987,2018-04-23 21:47:00,2.402431,48.13368,53.64583,45.44271,635.6482,84.74845,13.44763,16.21094,15.66117,15.06076,44.30699,NORMAL
88911,2018-06-01 17:51:00,2.459491,47.48264,53.55902,43.35938,633.4491,79.80449,13.0353,15.78414,15.49479,14.82205,46.18196,NORMAL
22675,2018-04-16 17:55:00,2.3375,45.74652,49.78299,42.49131775,629.2823,84.55604,13.31742,16.13136,15.49479,14.79311,48.43479,NORMAL
9890,2018-04-07 20:50:00,2.395544,46.70139,48.91493,41.53646,636.5741,83.35839,13.28848,16.75347,15.37182,15.08247,42.49002,NORMAL
56540,2018-05-10 6:20:00,2.49294,47.61285,52.90798569,44.31423569,627.4305,79.31261,13.41869,16.47135,15.61777,15.05353,51.39494,NORMAL
174665,2018-07-31 7:05:00,2.470313,47.82986069,50.60764,44.09722137,631.597168,65.33663,14.5761,15.95775,15.45139,15.01013,45.48326,NORMAL
204356,2018-08-20 21:56:00,2.45162,45.65972,49.65277,41.40625,634.1435,69.22466,15.11863,16.70284,16.12413,15.08247,41.91161,NORMAL
78000,2018-05-25 4:00:00,0.001967593,47.91666412,49.04514,43.88021,263.8830872,0,9.056713,11.34983,11.37153,11.60301,0.259517,RECOVERING
192884,2018-08-12 22:44:00,2.463426,50.13021,53.2118,45.22569,641.5509033,79.92128,14.5761,16.21094,15.76968,15.08247,37.15073,NORMAL
196460,2018-08-15 10:20:00,2.400463,48.6545105,52.56076,46.3107605,648.611084,71.82497,15.1548,16.6522,15.41522,15.20544,52.91718,NORMAL
125365,2018-06-27 1:25:00,2.352257,48.13368,49.26215,43.88021,598.3796,73.64253,13.64294,16.13136,15.49479,15.08247,38.99368,NORMAL
28386,2018-04-20 17:06:00,2.307986,49.26215,44.70486069,39.2795105,574.0741,75.98186,13.49826,18.89468,18.69213,18.41001,33.36464,NORMAL
16858,2018-04-12 16:58:00,2.455556,53.25521,53.42881775,46.52777481,630.787,84.28909,13.38976,16.75347,15.14757,15.05353,40.61141,NORMAL
52180,2018-05-07 5:40:00,2.456539,47.74305,53.47222,44.22742844,632.7546,69.88833,13.15828,15.95775,15.26331,15.08247,40.81072,NORMAL
31590,2018-04-22 22:30:00,2.405382,50.08680344,54.86111,47.04861069,638.0787,84.50082,13.30295,16.21094,15.45139,15.22714,38.11233,NORMAL
212147,2018-08-26 7:47:00,2.422107,50.60764,52.03993,46.05034637,632.7546,77.18556,14.60503,16.6088,15.61777,15.05353,41.09657,NORMAL
140454,2018-07-07 12:54:00,2.406366,45.22569275,51.90972,44.27083,639.5833,99.44835,13.79485,15.95775,15.49479,15.05353,45.69017,NORMAL
84616,2018-05-29 18:16:00,2.461458,50.82465,54.90451,46.05034637,623.1481,72.60112,13.5923,15.63223,15.41522,14.85822,45.30803,NORMAL
186775,2018-08-08 16:55:00,2.507697,49.47916,52.56076,45.1388855,633.7962646,67.84016,14.89439,16.47135,15.69734,15.07523,48.20834,NORMAL
25975,2018-04-19 0:55:00,,37.84722,38.62847,34.93924,3.608217478,0,0.0289351847,0.03616898134,0.0289351847,0.007233796176,0.9100116,RECOVERING
6148,2018-04-05 6:28:00,2.448669,48.87152,52.08333,44.05381775,633.2176,78.28421,13.5923,16.21094,15.84925,15.05353,39.41417,NORMAL
68000,2018-05-18 5:20:00,2.466377,47.96006775,53.64583,44.01041,623.1481,65.97494,13.12211,16.16753,15.61777,15.05353,44.49288,NORMAL
32996,2018-04-23 21:56:00,2.404398,48.04688,53.60243,45.3993,639.4676,81.10759,13.41869,16.21094,15.74074,15.08247,43.39911,NORMAL
72292,2018-05-21 4:52:00,2.508681,46.65799,51.3888855,43.01214981,634.7222,70.51796,13.67911,15.625,15.18374,15.08247,47.13628,NORMAL
94492,2018-06-05 14:52:00,2.459491,49.52257,53.47222,43.83680344,636.3426,78.73041,13.55613,15.70457,15.11863,15.01013,49.46255,NORMAL
38855,2018-04-27 23:35:00,2.474248,45.18229,51.08507,41.23264,634.4907,80.61859,13.35359,16.6522,15.11863,15.16204,50.07202,NORMAL
81877,2018-05-27 20:37:00,2.448669,49.73958206,54.07986,46.875,645.1389,72.46748,13.30295,15.87095,15.22714,15.11863,47.02571,NORMAL
135475,2018-07-04 1:55:00,0.1092014,36.06771,34.02777,38.41146,203.1047363,0,0.0289351847,0.03616898134,0.0289351847,0.007233796176,0.2763506,RECOVERING
204094,2018-08-20 17:34:00,2.455556,50.9982605,52.99479,45.22569275,644.6759033,69.25387,15.0897,16.70284,16.23264,15.16204,41.4944,NORMAL
164901,2018-07-24 12:21:00,2.456539,45.96354,53.60243,45.61631775,635.1851807,68.86021,14.39525,16.16753,15.69734,15.05353,49.06762,NORMAL
2604,2018-04-02 19:24:00,2.376852,49.04514,52.25694,43.61978912,648.9583,82.2409,13.17274,16.21094,15.41522,15.11863,38.30811,NORMAL
13744,2018-04-10 13:04:00,2.414236,49.21875,52.51736,45.13889,612.5,92.61005,13.09317,16.24711,15.65393,15.11863,42.02536,NORMAL
120411,2018-06-23 14:51:00,2.497859,49.86978912,52.38715,44.74826,640.5093,81.0146,14.09867,15.63223,15.11863,14.82205,43.16425,NORMAL
91746,2018-06-03 17:06:00,2.422107,51.90972,55.85937,48.17708206,632.6389,80.29982,13.31742,15.71181,15.50926,15.0463,44.66442,NORMAL
109519,2018-06-16 1:19:00,2.497859,48.04688,49.04514,40.8420105,633.3333,70.68687,13.02807,15.87095,14.91609,14.82205,52.67446,NORMAL
156060,2018-07-18 9:00:00,2.512616,52.38715,49.78299,45.1388855,646.527771,68.94743,14.06973,16.32668,15.56713,15.5599,50.27851,NORMAL
219362,2018-08-31 8:02:00,2.401447,51.08506775,51.25868,44.79166412,637.037,65.55812,15.1548,16.6522,15.56713,15.11863,45.67979,NORMAL
146662,2018-07-11 20:22:00,2.504745,43.18576,49.65277,44.70486069,630.9028,82.21869,14.15654,16.13136,15.73351,15.08247,46.92165,NORMAL
130459,2018-06-30 14:19:00,,39.453125,38.84549,36.63194275,3.104745269,99.99987793,0.01446759,,0.02893518,,0.1475694,RECOVERING
60917,2018-05-13 7:17:00,2.510648,47.69965,54.25347,44.7482605,631.9445,70.34061,13.057,15.70457,15.18374,15.16927,41.32751,NORMAL
6564,2018-04-05 13:24:00,2.453588,51.5191,52.69097137,45.1388855,635.4166,79.03992,13.30295,16.21094,15.74074,15.11863,39.82915,NORMAL
210988,2018-08-25 12:28:00,2.45162,51.25867844,52.08333,46.3107605,640.8564,80.72076,14.60503,16.16753,15.56713,15.16204,43.06822,NORMAL
121924,2018-06-24 16:04:00,2.025637,49.91319275,53.38541,44.3576355,578.2407,96.41058,12.02257,15.90712,14.69907,14.85822,37.53561,NORMAL
151866,2018-07-15 11:06:00,2.499826,45.3559,51.17187119,45.52951,630.3241,79.12417,14.60503,16.1603,15.73351,15.55266,41.95338,NORMAL
108926,2018-06-15 15:26:00,2.514583,48.00347,51.51909637,42.7951355,651.7361,78.41225,13.26678,15.90712,14.96672,15.01013,56.8162,NORMAL
150020,2018-07-14 4:20:00,2.514583,45.44270706,49.86978912,45.65972137,639.2361,81.76082,13.73698,16.32668,15.53096,15.27054,47.41185,NORMAL
84386,2018-05-29 14:26:00,2.448669,50.73785,54.21007,46.484375,644.3287,69.30819,13.73698,15.66117,15.07523,15.11863,42.99527,NORMAL
99008,2018-06-08 18:08:00,2.50081,48.046875,51.51909637,42.05728912,638.7732,78.58959,13.49826,16.13136,15.45139,14.90162,49.49088,NORMAL
103192,2018-06-11 15:52:00,2.444734,47.61285,50.99826,41.015625,634.4907,84.47421,13.74421,15.625,15.37182,14.82205,49.55901,NORMAL
144555,2018-07-10 9:15:00,2.508681,45.44271,51.21527,46.00694,627.4305,96.89215,14.12037,16.21094,15.37182,15.11863,48.50625,NORMAL
162506,2018-07-22 20:26:00,2.515567,46.26736,52.82117844,44.79166412,635.8796387,68.09997,14.36632,16.70284,15.73351,15.08247,43.54222,NORMAL
101021,2018-06-10 3:41:00,2.508681,49.34896,52.17014,43.92361069,641.4352,79.48706,13.65017,15.90712,15.18374,15.08247,48.0018,NORMAL
189868,2018-08-10 20:28:00,2.449653,49.08854,51.90972,44.14063,635.069458,73.18851,15.19821,16.78964,15.89265,15.5599,49.41034,NORMAL
89201,2018-06-01 22:41:00,2.453588,46.96180344,53.47222,42.1875,640.625,64.71011,12.97743,15.77691,15.41522,15.08247,47.96039,NORMAL
195828,2018-08-14 23:48:00,2.400463,47.265625,50.43402,43.88020706,630.0925903,72.26876,14.89439,16.6305,15.41522,15.11863,45.83655,NORMAL
124040,2018-06-26 3:20:00,2.198785,47.52604,48.87152,43.7934,598.7268,94.30827,13.59954,15.63223,15.37182,14.61227,34.75702,NORMAL
214789,2018-08-28 3:49:00,2.471296,49.08853912,49.65277481,43.48958206,638.5416,79.87949,15.11863,16.70284,15.65393,15.05353,41.27681,NORMAL
104581,2018-06-12 15:01:00,2.495891,50.34722,52.03992844,43.66319,650.463,75.4631,13.73698,15.95775,14.91609,15.16204,54.38227,NORMAL
197941,2018-08-16 11:01:00,2.499826,51.47569,52.77777481,47.13541412,630.7869873,71.92646,14.5761,16.21094,15.73351,15.11863,39.88123,NORMAL
134011,2018-07-03 1:31:00,,32.20486,33.15972,31.90104103,3.567708254,99.99987793,,,,,0.2706505,RECOVERING
135001,2018-07-03 18:01:00,0.001967592631,36.11111069,34.76563,34.89583206,3.451967478,0,0.0289351847,0.03616898134,0.0289351847,0.007233796176,0.2408293,RECOVERING
117123,2018-06-21 8:03:00,2.534259,50.21701,50.95486,44.53125,637.7314,78.90571,14.09867,16.13136,15.65393,15.08247,40.92171,NORMAL
86797,2018-05-31 6:37:00,2.459491,48.26389,53.81944,42.578125,627.662,74.36471,13.55613,16.16753,15.12587,15.05353,49.88797,NORMAL
20949,2018-04-15 13:09:00,2.3011,49.43576,50.43402,45.78992844,615.162,88.05868,13.53443,16.16753,15.53096,14.90885,45.21832,NORMAL
159530,2018-07-20 18:50:00,2.499826,45.18229,52.51736069,43.27256775,640.0462646,72.22637,13.89612,16.16753,15.69734,15.11863,51.76365,NORMAL
142562,2018-07-09 0:02:00,2.411285,45.57291,52.56076,47.4826355,620.4861,99.03726,14.0625,15.74797,15.26331,15.05353,43.0886,NORMAL
181071,2018-08-04 17:51:00,2.45162,49.13194,51.90972,47.26563,623.3796387,79.01148,14.67737,16.12413,15.69734,15.16204,44.2947,NORMAL
73261,2018-05-21 21:01:00,2.455556,45.87674,51.21527,41.40625,621.875,66.69442,13.68634,15.71181,15.11863,15.05353,45.98882,NORMAL
6333,2018-04-05 9:33:00,2.461458,51.25868,52.69097,44.79166412,638.7731,77.91317,13.41869,16.13136,15.37182,15.11863,41.63322,NORMAL
92354,2018-06-04 3:14:00,2.455556,49.56597,53.68924,46.65799,626.8518,76.73453,13.55613,15.63223,15.11863,15.16204,48.95999,NORMAL
154563,2018-07-17 8:03:00,2.508681,44.44444275,50.56423569,45.09548569,634.1436,78.58103,14.02633,16.24711,15.89265,15.16204,49.53297,NORMAL
57839,2018-05-11 3:59:00,2.475232,45.44271,50.86805,43.88021,628.7037,78.43626,13.38252,16.52199,15.45139,14.85822,38.28139,NORMAL
170611,2018-07-28 11:31:00,2.503762,48.78472,50.99826,46.52777481,637.6157227,72.54563,14.46036,16.88368,16.64496,16.1386,47.26266,NORMAL
143276,2018-07-09 11:56:00,2.473264,44.96527,51.69271,46.52777481,632.8704,88.15372,13.59954,16.1603,14.69907,15.05353,44.64979,NORMAL
77223,2018-05-24 15:03:00,2.493924,48.4375,52.03992844,44.27083206,631.8287,85.42778,13.41146,15.5816,14.87992,15.11863,52.678,NORMAL
139665,2018-07-06 23:45:00,2.404398,42.49131775,49.21875,41.05902,631.9445,83.67579,14.5761,16.16753,15.65393,15.05353,41.93961,NORMAL
152937,2018-07-16 4:57:00,2.512616,44.57464981,51.25868,46.00694275,639.0046,77.82219,13.84549,16.39178,15.37182,15.6684,48.48991,NORMAL
80625,2018-05-26 23:45:00,2.460474,47.69964981,52.82118,44.01041412,632.5231,77.22614,13.43316,15.625,15.03906,14.90162,50.63208,NORMAL
70428,2018-05-19 21:48:00,0.001967593,43.88021,44.70486069,39.58333206,473.3969727,0,8.839699,16.39178,17.7228,17.65046,0.825197,RECOVERING
188261,2018-08-09 17:41:00,2.434896,49.47916412,53.125,44.3576355,639.6990967,55.67147,15.1548,16.38455,16.14583,15.63223,48.20744,NORMAL
42914,2018-04-30 19:14:00,2.449653,45.96353912,50.73785,42.75173569,634.2593,76.55942,13.5923,15.63223,15.77691,15.16204,40.04671,NORMAL
140405,2018-07-07 12:05:00,2.401447,44.96527481,51.3888855,43.92361,639.1204,96.17207,13.89612,15.87095,15.53096,15.11863,46.83233,NORMAL
48795,2018-05-04 21:15:00,2.456539,45.57291,50.95486069,42.31770706,639.0046,66.76881,13.02807,16.06626,15.07523,14.90162,44.03886,NORMAL
46786,2018-05-03 11:46:00,2.45162,47.78645706,52.47396,46.22395706,631.0186,70.09239,13.38252,16.42795,15.26331,14.82205,38.86076,NORMAL
199000,2018-08-17 4:40:00,2.468345,50.13020706,52.17014,45.39930344,625,71.44831,14.78588,16.21094,15.89265,15.05353,50.53442,NORMAL
41561,2018-04-29 20:41:00,2.507697,48.046875,52.08333,45.22569275,625.9259,69.24008,13.55613,16.16753,15.49479,15.08247,43.17572,NORMAL
92164,2018-06-04 0:04:00,2.421123,50.34722,54.6875,45.5295105,631.9445,79.28267,13.65017,15.6684,15.41522,15.01013,44.24182,NORMAL
218157,2018-08-30 11:57:00,2.406366,49.65277481,52.30035,46.18055344,620.8333,75.03307,14.64844,16.42795,15.94329,15.16204,41.03242,NORMAL
3286,2018-04-03 6:46:00,2.406366,46.9184,51.30208,43.359375,639.3518,82.83837,13.12211,16.16753,15.69734,15.08247,42.2654,NORMAL
44213,2018-05-01 16:53:00,2.456539,48.69791,52.77777,45.22569,627.1991,72.83858,13.09317,16.13136,15.69734,15.08247,47.65635,NORMAL
44016,2018-05-01 13:36:00,2.45162,48.4375,52.69097,46.05034637,632.6389,78.48933,12.99913,16.47135,15.18374,14.90162,39.88242,NORMAL
85002,2018-05-30 0:42:00,2.458507,50.2170105,54.7743,46.70139,628.125,74.83564,13.53443,15.6684,14.98843,14.79311,45.1978,NORMAL
142284,2018-07-08 19:24:00,2.400463,45.22569,52.34375,47.04861069,615.9722,69.13161,14.17101,15.70457,15.41522,15.08247,47.46745,NORMAL
59577,2018-05-12 8:57:00,2.445718,46.39757,51.6059,43.22916,633.7963,82.00229,13.56337,16.16753,15.26331,15.05353,38.25853,NORMAL
47453,2018-05-03 22:53:00,2.455556,46.00694275,51.90972,43.92361069,638.5416,75.35603,13.35359,16.39178,15.14757,14.82205,37.61729,NORMAL
85804,2018-05-30 14:04:00,2.458507,49.91319,54.6875,44.31423569,633.7963,80.21213,13.06424,16.21094,15.22714,15.11863,42.61844,NORMAL
134764,2018-07-03 14:04:00,,35.8941,34.375,34.765625,3.33622694,99.99987793,,,,,0.2459491,RECOVERING
34385,2018-04-24 21:05:00,2.45162,47.82986,54.03646,44.48784637,626.6204,82.03407,13.25231,16.56539,15.45139,15.05353,42.49822,NORMAL
90210,2018-06-02 15:30:00,2.449653,51.69271,54.86111069,45.00867844,624.8843,74.02169,13.17274,15.70457,15.37905,15.11863,42.64359,NORMAL
44286,2018-05-01 18:06:00,2.453588,47.91666,52.60416,45.09548569,626.8518,75.38699,13.4838,16.12413,15.49479,15.11863,42.12787,NORMAL
99368,2018-06-09 0:08:00,2.510648,47.13541,50.60764,41.40625,630.2083,72.06362,13.59954,16.2037,15.14757,14.85822,46.50582,NORMAL
88584,2018-06-01 12:24:00,2.45162,48.87152481,54.47048569,43.92361069,641.088,75.72411,13.02807,15.625,15.26331,14.85822,44.94367,NORMAL
28297,2018-04-20 15:37:00,1.469792,47.96007,43.7066,38.80208206,426.9560394,77.55457,13.31742,15.66117,15.41522,15.08247,15.34496,NORMAL
147857,2018-07-12 16:17:00,2.514583,46.18055,50,44.31423569,635.8796,83.8875,13.46933,16.16753,15.69734,15.11863,47.32949,NORMAL
197151,2018-08-15 21:51:00,2.468345,49.00173569,51.69271,43.66319275,639.4675903,86.02452,15.1548,16.56539,15.65393,15.06076,40.94364,NORMAL
43019,2018-04-30 20:59:00,2.45162,45.22569,50.43402,41.01563,632.9861,83.7485,13.09317,15.66117,15.07523,15.05353,42.36035,NORMAL
125839,2018-06-27 9:19:00,2.353241,49.26215,50.82464981,45.74652481,603.8195,91.42447,13.68634,16.0735,15.76968,15.08247,47.37908,NORMAL
102448,2018-06-11 3:28:00,2.45162,49.43576,52.47395706,44.44444275,641.8981,79.09371,14.09867,15.66117,15.22714,15.05353,42.18322,NORMAL
144985,2018-07-10 16:25:00,2.50081,44.70486,50.34722,44.44444275,633.7963,77.06145,14.02633,16.13136,14.91609,15.11863,46.7924,NORMAL
63335,2018-05-14 23:35:00,2.494907,45.78992844,51.69271,42.1875,626.8518,73.10353,13.09317,15.65393,15.26331,15.11863,43.44889,NORMAL
163491,2018-07-23 12:51:00,2.514583,45.83333,53.42882,44.48784637,639.1203613,73.00787,14.60503,16.6522,15.69734,15.05353,55.51658,NORMAL
149877,2018-07-14 1:57:00,2.512616,44.48785,49.91319275,45.13889,642.8241,82.17306,14.33015,16.13136,15.41522,15.05353,46.58683,NORMAL
186857,2018-08-08 18:17:00,2.504745,49.08853912,52.69097,45.5295105,642.4768677,66.59666,14.64844,16.21094,15.625,15.36458,44.32373,NORMAL
52488,2018-05-07 10:48:00,2.459491,47.52603912,53.68924,45.74652481,622.6852,72.38242,14.03356,16.16753,15.22714,15.08247,42.7718,NORMAL
104920,2018-06-12 20:40:00,2.448669,49.65277,51.47569,43.05555344,631.4814,76.90737,13.96846,16.12413,15.45139,15.16204,47.39364,NORMAL
189923,2018-08-10 21:23:00,2.459491,48.91492844,51.95312119,43.83680344,631.4814453,69.02615,15.11863,16.6522,15.84925,15.47309,48.37044,NORMAL
82926,2018-05-28 14:06:00,2.45162,50.30382,54.29687,45.00867844,637.8472,69.10412,13.44763,16.16753,15.33565,15.06076,50.45243,NORMAL
198546,2018-08-16 21:06:00,2.470313,48.56770706,52.90799,45.5295105,641.319458,78.43916,14.71354,16.70284,15.37182,15.0897,43.13597,NORMAL
54443,2018-05-08 19:23:00,2.449653,47.56944275,54.25347,46.22396,630.9028,82.66002,13.31742,16.13136,14.96672,15.05353,43.15021,NORMAL
197024,2018-08-15 19:44:00,2.43588,48.69791412,52.51736,44.140625,640.7407227,76.3051,15.11863,16.6088,15.53096,15.16204,50.56501,NORMAL
